Year;Country Name;Value;Indicator Name
2000.0;Cyprus;15.3;Agricultural land (% of land area)
2009.0;Cyprus;13.8;Agricultural land (% of land area)
2010.0;Cyprus;12.4;Agricultural land (% of land area)
2011.0;Cyprus;12.6;Agricultural land (% of land area)
2012.0;Cyprus;12.7;Agricultural land (% of land area)
2013.0;Cyprus;11.8;Agricultural land (% of land area)
2014.0;Cyprus;11.8;Agricultural land (% of land area)
2015.0;Cyprus;13.8;Agricultural land (% of land area)
2016.0;Cyprus;12.2;Agricultural land (% of land area)
1990.0;Greece;71.5;Agricultural land (% of land area)
2000.0;Greece;66.2;Agricultural land (% of land area)
2009.0;Greece;58.7;Agricultural land (% of land area)
2010.0;Greece;58.1;Agricultural land (% of land area)
2011.0;Greece;57.4;Agricultural land (% of land area)
2012.0;Greece;56.5;Agricultural land (% of land area)
2013.0;Greece;55.5;Agricultural land (% of land area)
2014.0;Greece;48.1;Agricultural land (% of land area)
2015.0;Greece;48.1;Agricultural land (% of land area)
2016.0;Greece;47.6;Agricultural land (% of land area)
1990.0;Albania;40.9;-
2000.0;Albania;41.8;-
2009.0;Albania;43.8;-
2010.0;Albania;43.8;-
2011.0;Albania;43.8;-
2012.0;Albania;43.8;-
2013.0;Albania;43.3;-
2014.0;Albania;42.9;-
2015.0;Albania;42.9;-
2016.0;Albania;43.1;-
1990.0;Bulgaria;55.7;-
2000.0;Bulgaria;50.5;-
2009.0;Bulgaria;46.3;-
2010.0;Bulgaria;46.5;-
2011.0;Bulgaria;46.9;-
2012.0;Bulgaria;47.2;-
2013.0;Bulgaria;46.0;-
2014.0;Bulgaria;45.8;-
2015.0;Bulgaria;46.2;-
2016.0;Bulgaria;46.3;-
1990.0;Cyprus;17.4;-
2000.0;Cyprus;15.3;-
2009.0;Cyprus;13.8;-
2010.0;Cyprus;12.4;-
2011.0;Cyprus;12.6;-
2012.0;Cyprus;12.7;-
2013.0;Cyprus;11.8;-
2014.0;Cyprus;11.8;-
2015.0;Cyprus;13.8;-
2016.0;Cyprus;12.2;-
1990.0;Greece;71.5;-
2000.0;Greece;66.2;-
2009.0;Greece;58.7;-
2010.0;Greece;58.1;-
2011.0;Greece;57.4;-
2012.0;Greece;56.5;-
2013.0;Greece;55.5;-
2014.0;Greece;48.1;-
2015.0;Greece;48.1;-
2016.0;Greece;47.6;-
1990.0;Albania;62.0;Age dependency ratio (% of working-age population)
2000.0;Albania;59.7;Age dependency ratio (% of working-age population)
2009.0;Albania;50.0;Age dependency ratio (% of working-age population)
2010.0;Albania;49.5;Age dependency ratio (% of working-age population)
2011.0;Albania;48.1;Age dependency ratio (% of working-age population)
2012.0;Albania;47.0;Age dependency ratio (% of working-age population)
2013.0;Albania;46.3;Age dependency ratio (% of working-age population)
2014.0;Albania;45.8;Age dependency ratio (% of working-age population)
2015.0;Albania;45.6;Age dependency ratio (% of working-age population)
2016.0;Albania;45.6;Age dependency ratio (% of working-age population)
2017.0;Albania;45.7;Age dependency ratio (% of working-age population)
2018.0;Albania;45.8;Age dependency ratio (% of working-age population)
1990.0;Bulgaria;50.4;Age dependency ratio (% of working-age population)
2000.0;Bulgaria;47.6;Age dependency ratio (% of working-age population)
2009.0;Bulgaria;45.5;Age dependency ratio (% of working-age population)
2010.0;Bulgaria;46.1;Age dependency ratio (% of working-age population)
2011.0;Bulgaria;47.2;Age dependency ratio (% of working-age population)
2012.0;Bulgaria;48.4;Age dependency ratio (% of working-age population)
2013.0;Bulgaria;49.7;Age dependency ratio (% of working-age population)
2014.0;Bulgaria;51.0;Age dependency ratio (% of working-age population)
2015.0;Bulgaria;52.2;Age dependency ratio (% of working-age population)
2016.0;Bulgaria;53.2;Age dependency ratio (% of working-age population)
2017.0;Bulgaria;54.3;Age dependency ratio (% of working-age population)
2018.0;Bulgaria;55.3;Age dependency ratio (% of working-age population)
1990.0;Cyprus;54.8;Age dependency ratio (% of working-age population)
2000.0;Cyprus;48.4;Age dependency ratio (% of working-age population)
2009.0;Cyprus;41.9;Age dependency ratio (% of working-age population)
2010.0;Cyprus;41.4;Age dependency ratio (% of working-age population)
2011.0;Cyprus;41.4;Age dependency ratio (% of working-age population)
2012.0;Cyprus;41.5;Age dependency ratio (% of working-age population)
2013.0;Cyprus;41.7;Age dependency ratio (% of working-age population)
2014.0;Cyprus;42.0;Age dependency ratio (% of working-age population)
2015.0;Cyprus;42.3;Age dependency ratio (% of working-age population)
2016.0;Cyprus;42.9;Age dependency ratio (% of working-age population)
2017.0;Cyprus;43.4;Age dependency ratio (% of working-age population)
2018.0;Cyprus;43.9;Age dependency ratio (% of working-age population)
1990.0;Greece;49.7;Age dependency ratio (% of working-age population)
2000.0;Greece;46.1;Age dependency ratio (% of working-age population)
2009.0;Greece;51.3;Age dependency ratio (% of working-age population)
2010.0;Greece;52.0;Age dependency ratio (% of working-age population)
2011.0;Greece;52.5;Age dependency ratio (% of working-age population)
2012.0;Greece;53.1;Age dependency ratio (% of working-age population)
2013.0;Greece;53.7;Age dependency ratio (% of working-age population)
2014.0;Greece;54.2;Age dependency ratio (% of working-age population)
2015.0;Greece;54.8;Age dependency ratio (% of working-age population)
2016.0;Greece;55.0;Age dependency ratio (% of working-age population)
2017.0;Greece;55.3;Age dependency ratio (% of working-age population)
2018.0;Greece;55.6;Age dependency ratio (% of working-age population)
1990.0;Albania;62.0;Age dependency ratio (% of working-age population)
2000.0;Albania;59.7;Age dependency ratio (% of working-age population)
2009.0;Albania;50.0;Age dependency ratio (% of working-age population)
2010.0;Albania;49.5;Age dependency ratio (% of working-age population)
2011.0;Albania;48.1;Age dependency ratio (% of working-age population)
2012.0;Albania;47.0;Age dependency ratio (% of working-age population)
2013.0;Albania;46.3;Age dependency ratio (% of working-age population)
2014.0;Albania;45.8;Age dependency ratio (% of working-age population)
2015.0;Albania;45.6;Age dependency ratio (% of working-age population)
2016.0;Albania;45.6;Age dependency ratio (% of working-age population)
2017.0;Albania;45.7;Age dependency ratio (% of working-age population)
2018.0;Albania;45.8;Age dependency ratio (% of working-age population)
1990.0;Bulgaria;50.4;Age dependency ratio (% of working-age population)
2000.0;Bulgaria;47.6;Age dependency ratio (% of working-age population)
2009.0;Bulgaria;45.5;Age dependency ratio (% of working-age population)
2010.0;Bulgaria;46.1;Age dependency ratio (% of working-age population)
2011.0;Bulgaria;47.2;Age dependency ratio (% of working-age population)
2012.0;Bulgaria;48.4;Age dependency ratio (% of working-age population)
2013.0;Bulgaria;49.7;Age dependency ratio (% of working-age population)
2014.0;Bulgaria;51.0;Age dependency ratio (% of working-age population)
2015.0;Bulgaria;52.2;Age dependency ratio (% of working-age population)
2016.0;Bulgaria;53.2;Age dependency ratio (% of working-age population)
2017.0;Bulgaria;54.3;Age dependency ratio (% of working-age population)
2018.0;Bulgaria;55.3;Age dependency ratio (% of working-age population)
1990.0;Cyprus;54.8;Age dependency ratio (% of working-age population)
2000.0;Cyprus;48.4;Age dependency ratio (% of working-age population)
2009.0;Cyprus;41.9;Age dependency ratio (% of working-age population)
2010.0;Cyprus;41.4;Age dependency ratio (% of working-age population)
2011.0;Cyprus;41.4;Age dependency ratio (% of working-age population)
2012.0;Cyprus;41.5;Age dependency ratio (% of working-age population)
2013.0;Cyprus;41.7;Age dependency ratio (% of working-age population)
2014.0;Cyprus;42.0;Age dependency ratio (% of working-age population)
2015.0;Cyprus;42.3;Age dependency ratio (% of working-age population)
2016.0;Cyprus;42.9;Age dependency ratio (% of working-age population)
2017.0;Cyprus;43.4;Age dependency ratio (% of working-age population)
2018.0;Cyprus;43.9;Age dependency ratio (% of working-age population)
1990.0;Greece;49.7;Age dependency ratio (% of working-age population)
2000.0;Greece;46.1;Age dependency ratio (% of working-age population)
2009.0;Greece;51.3;Age dependency ratio (% of working-age population)
2010.0;Greece;52.0;Age dependency ratio (% of working-age population)
2011.0;Greece;52.5;Age dependency ratio (% of working-age population)
2012.0;Greece;53.1;Age dependency ratio (% of working-age population)
2013.0;Greece;53.7;Age dependency ratio (% of working-age population)
2014.0;Greece;54.2;Age dependency ratio (% of working-age population)
2015.0;Greece;54.8;Age dependency ratio (% of working-age population)
2016.0;Greece;55.0;Age dependency ratio (% of working-age population)
2017.0;Greece;55.3;Age dependency ratio (% of working-age population)
2018.0;Greece;55.6;Age dependency ratio (% of working-age population)
1990.0;Albania;4961.0;Aquaculture production (metric tons)
2000.0;Albania;307.0;Aquaculture production (metric tons)
2009.0;Albania;2317.0;Aquaculture production (metric tons)
2010.0;Albania;2504.0;Aquaculture production (metric tons)
2011.0;Albania;2022.0;Aquaculture production (metric tons)
2012.0;Albania;2034.0;Aquaculture production (metric tons)
2013.0;Albania;2090.0;Aquaculture production (metric tons)
2014.0;Albania;2424.2;Aquaculture production (metric tons)
2015.0;Albania;1595.0;Aquaculture production (metric tons)
2016.0;Albania;950.0;Aquaculture production (metric tons)
1990.0;Bulgaria;7849.0;Aquaculture production (metric tons)
2000.0;Bulgaria;3654.0;Aquaculture production (metric tons)
2009.0;Bulgaria;6722.5;Aquaculture production (metric tons)
2010.0;Bulgaria;7920.6;Aquaculture production (metric tons)
2011.0;Bulgaria;5527.2;Aquaculture production (metric tons)
2012.0;Bulgaria;5975.1;Aquaculture production (metric tons)
2013.0;Bulgaria;12151.7;Aquaculture production (metric tons)
2014.0;Bulgaria;11171.8;Aquaculture production (metric tons)
2015.0;Bulgaria;13536.6;Aquaculture production (metric tons)
2016.0;Bulgaria;15762.2;Aquaculture production (metric tons)
1990.0;Cyprus;125.0;Aquaculture production (metric tons)
2000.0;Cyprus;1878.0;Aquaculture production (metric tons)
2009.0;Cyprus;3415.5;Aquaculture production (metric tons)
2010.0;Cyprus;4115.8;Aquaculture production (metric tons)
2011.0;Cyprus;4667.0;Aquaculture production (metric tons)
2012.0;Cyprus;4333.7;Aquaculture production (metric tons)
2013.0;Cyprus;5339.1;Aquaculture production (metric tons)
2014.0;Cyprus;4835.1;Aquaculture production (metric tons)
2015.0;Cyprus;5458.6;Aquaculture production (metric tons)
2016.0;Cyprus;6625.0;Aquaculture production (metric tons)
1990.0;Greece;9523.0;Aquaculture production (metric tons)
2000.0;Greece;95418.0;Aquaculture production (metric tons)
2009.0;Greece;122011.0;Aquaculture production (metric tons)
2010.0;Greece;121244.0;Aquaculture production (metric tons)
2011.0;Greece;110809.1;Aquaculture production (metric tons)
2012.0;Greece;110973.5;Aquaculture production (metric tons)
2013.0;Greece;113999.9;Aquaculture production (metric tons)
2014.0;Greece;104663.0;Aquaculture production (metric tons)
2015.0;Greece;107161.8;Aquaculture production (metric tons)
2016.0;Greece;123409.7;Aquaculture production (metric tons)
1990.0;Albania;4961.0;Aquaculture production (metric tons)
2000.0;Albania;307.0;Aquaculture production (metric tons)
2009.0;Albania;2317.0;Aquaculture production (metric tons)
2010.0;Albania;2504.0;Aquaculture production (metric tons)
2011.0;Albania;2022.0;Aquaculture production (metric tons)
2012.0;Albania;2034.0;Aquaculture production (metric tons)
2013.0;Albania;2090.0;Aquaculture production (metric tons)
2014.0;Albania;2424.2;Aquaculture production (metric tons)
2015.0;Albania;1595.0;Aquaculture production (metric tons)
2016.0;Albania;950.0;Aquaculture production (metric tons)
1990.0;Bulgaria;7849.0;Aquaculture production (metric tons)
2000.0;Bulgaria;3654.0;Aquaculture production (metric tons)
2009.0;Bulgaria;6722.5;Aquaculture production (metric tons)
2010.0;Bulgaria;7920.6;Aquaculture production (metric tons)
2011.0;Bulgaria;5527.2;Aquaculture production (metric tons)
2012.0;Bulgaria;5975.1;Aquaculture production (metric tons)
2013.0;Bulgaria;12151.7;Aquaculture production (metric tons)
2014.0;Bulgaria;11171.8;Aquaculture production (metric tons)
2015.0;Bulgaria;13536.6;Aquaculture production (metric tons)
2016.0;Bulgaria;15762.2;Aquaculture production (metric tons)
1990.0;Cyprus;125.0;Aquaculture production (metric tons)
2000.0;Cyprus;1878.0;Aquaculture production (metric tons)
2009.0;Cyprus;3415.5;Aquaculture production (metric tons)
2010.0;Cyprus;4115.8;Aquaculture production (metric tons)
2011.0;Cyprus;4667.0;Aquaculture production (metric tons)
2012.0;Cyprus;4333.7;Aquaculture production (metric tons)
2013.0;Cyprus;5339.1;Aquaculture production (metric tons)
2014.0;Cyprus;4835.1;Aquaculture production (metric tons)
2015.0;Cyprus;5458.6;Aquaculture production (metric tons)
2016.0;Cyprus;6625.0;Aquaculture production (metric tons)
1990.0;Greece;9523.0;Aquaculture production (metric tons)
2000.0;Greece;95418.0;Aquaculture production (metric tons)
2009.0;Greece;122011.0;Aquaculture production (metric tons)
2010.0;Greece;121244.0;Aquaculture production (metric tons)
2011.0;Greece;110809.1;Aquaculture production (metric tons)
2012.0;Greece;110973.5;Aquaculture production (metric tons)
2013.0;Greece;113999.9;Aquaculture production (metric tons)
2014.0;Greece;104663.0;Aquaculture production (metric tons)
2015.0;Greece;107161.8;Aquaculture production (metric tons)
2016.0;Greece;123409.7;Aquaculture production (metric tons)
2000;Greece;100;Test
2001;Greece;120;Test
2011.0;Albania;69.6;Central government debt, total (% of GDP)
2012.0;Albania;63.7;Central government debt, total (% of GDP)
2013.0;Albania;70.6;Central government debt, total (% of GDP)
2014.0;Albania;73.3;Central government debt, total (% of GDP)
2015.0;Albania;79.9;Central government debt, total (% of GDP)
2016.0;Albania;80.7;Central government debt, total (% of GDP)
1990.0;Cyprus;86.6;Central government debt, total (% of GDP)
2011.0;Albania;69.6;Central government debt, total (% of GDP)
2012.0;Albania;63.7;Central government debt, total (% of GDP)
2013.0;Albania;70.6;Central government debt, total (% of GDP)
2014.0;Albania;73.3;Central government debt, total (% of GDP)
2015.0;Albania;79.9;Central government debt, total (% of GDP)
2016.0;Albania;80.7;Central government debt, total (% of GDP)
1990.0;Cyprus;86.6;Central government debt, total (% of GDP)
1990.0;Albania;10054.6;Capture fisheries production (metric tons)
2000.0;Albania;3328.0;Capture fisheries production (metric tons)
2009.0;Albania;5811.0;Capture fisheries production (metric tons)
2010.0;Albania;5132.2;Capture fisheries production (metric tons)
2011.0;Albania;4805.2;Capture fisheries production (metric tons)
2012.0;Albania;8615.2;Capture fisheries production (metric tons)
2013.0;Albania;8988.5;Capture fisheries production (metric tons)
2014.0;Albania;9052.5;Capture fisheries production (metric tons)
2015.0;Albania;7877.5;Capture fisheries production (metric tons)
2016.0;Albania;7885.7;Capture fisheries production (metric tons)
1990.0;Bulgaria;49254.0;Capture fisheries production (metric tons)
2000.0;Bulgaria;8663.0;Capture fisheries production (metric tons)
2009.0;Bulgaria;8978.0;Capture fisheries production (metric tons)
2010.0;Bulgaria;10769.0;Capture fisheries production (metric tons)
2011.0;Bulgaria;9623.0;Capture fisheries production (metric tons)
2012.0;Bulgaria;9581.0;Capture fisheries production (metric tons)
2013.0;Bulgaria;9670.0;Capture fisheries production (metric tons)
2014.0;Bulgaria;8688.0;Capture fisheries production (metric tons)
2015.0;Bulgaria;8829.0;Capture fisheries production (metric tons)
2016.0;Bulgaria;8614.0;Capture fisheries production (metric tons)
1990.0;Cyprus;2584.0;Capture fisheries production (metric tons)
2000.0;Cyprus;68345.0;Capture fisheries production (metric tons)
2009.0;Cyprus;1409.0;Capture fisheries production (metric tons)
2010.0;Cyprus;1395.0;Capture fisheries production (metric tons)
2011.0;Cyprus;1188.0;Capture fisheries production (metric tons)
2012.0;Cyprus;1323.0;Capture fisheries production (metric tons)
2013.0;Cyprus;1186.0;Capture fisheries production (metric tons)
2014.0;Cyprus;1279.0;Capture fisheries production (metric tons)
2015.0;Cyprus;1495.0;Capture fisheries production (metric tons)
2016.0;Cyprus;1507.0;Capture fisheries production (metric tons)
1990.0;Greece;132381.0;Capture fisheries production (metric tons)
2000.0;Greece;99343.7;Capture fisheries production (metric tons)
2009.0;Greece;83181.8;Capture fisheries production (metric tons)
2010.0;Greece;70179.8;Capture fisheries production (metric tons)
2011.0;Greece;63246.5;Capture fisheries production (metric tons)
2012.0;Greece;61044.2;Capture fisheries production (metric tons)
2013.0;Greece;64171.2;Capture fisheries production (metric tons)
2014.0;Greece;60172.7;Capture fisheries production (metric tons)
2015.0;Greece;65426.6;Capture fisheries production (metric tons)
2016.0;Greece;76362.3;Capture fisheries production (metric tons)
1990.0;Albania;10054.6;Capture fisheries production (metric tons)
2000.0;Albania;3328.0;Capture fisheries production (metric tons)
2009.0;Albania;5811.0;Capture fisheries production (metric tons)
2010.0;Albania;5132.2;Capture fisheries production (metric tons)
2011.0;Albania;4805.2;Capture fisheries production (metric tons)
2012.0;Albania;8615.2;Capture fisheries production (metric tons)
2013.0;Albania;8988.5;Capture fisheries production (metric tons)
2014.0;Albania;9052.5;Capture fisheries production (metric tons)
2015.0;Albania;7877.5;Capture fisheries production (metric tons)
2016.0;Albania;7885.7;Capture fisheries production (metric tons)
1990.0;Bulgaria;49254.0;Capture fisheries production (metric tons)
2000.0;Bulgaria;8663.0;Capture fisheries production (metric tons)
2009.0;Bulgaria;8978.0;Capture fisheries production (metric tons)
2010.0;Bulgaria;10769.0;Capture fisheries production (metric tons)
2011.0;Bulgaria;9623.0;Capture fisheries production (metric tons)
2012.0;Bulgaria;9581.0;Capture fisheries production (metric tons)
2013.0;Bulgaria;9670.0;Capture fisheries production (metric tons)
2014.0;Bulgaria;8688.0;Capture fisheries production (metric tons)
2015.0;Bulgaria;8829.0;Capture fisheries production (metric tons)
2016.0;Bulgaria;8614.0;Capture fisheries production (metric tons)
1990.0;Cyprus;2584.0;Capture fisheries production (metric tons)
2000.0;Cyprus;68345.0;Capture fisheries production (metric tons)
2009.0;Cyprus;1409.0;Capture fisheries production (metric tons)
2010.0;Cyprus;1395.0;Capture fisheries production (metric tons)
2011.0;Cyprus;1188.0;Capture fisheries production (metric tons)
2012.0;Cyprus;1323.0;Capture fisheries production (metric tons)
2013.0;Cyprus;1186.0;Capture fisheries production (metric tons)
2014.0;Cyprus;1279.0;Capture fisheries production (metric tons)
2015.0;Cyprus;1495.0;Capture fisheries production (metric tons)
2016.0;Cyprus;1507.0;Capture fisheries production (metric tons)
1990.0;Greece;132381.0;Capture fisheries production (metric tons)
2000.0;Greece;99343.7;Capture fisheries production (metric tons)
2009.0;Greece;83181.8;Capture fisheries production (metric tons)
2010.0;Greece;70179.8;Capture fisheries production (metric tons)
2011.0;Greece;63246.5;Capture fisheries production (metric tons)
2012.0;Greece;61044.2;Capture fisheries production (metric tons)
2013.0;Greece;64171.2;Capture fisheries production (metric tons)
2014.0;Greece;60172.7;Capture fisheries production (metric tons)
2015.0;Greece;65426.6;Capture fisheries production (metric tons)
2016.0;Greece;76362.3;Capture fisheries production (metric tons)
1990.0;Albania;7.6;Chemicals (% of value added in manufacturing)
2000.0;Albania;4.6;Chemicals (% of value added in manufacturing)
2009.0;Albania;10.7;Chemicals (% of value added in manufacturing)
2010.0;Albania;4.6;Chemicals (% of value added in manufacturing)
2011.0;Albania;9.1;Chemicals (% of value added in manufacturing)
2012.0;Albania;15.6;Chemicals (% of value added in manufacturing)
2013.0;Albania;3.8;Chemicals (% of value added in manufacturing)
2014.0;Albania;5.5;Chemicals (% of value added in manufacturing)
2015.0;Albania;5.5;Chemicals (% of value added in manufacturing)
2016.0;Albania;5.5;Chemicals (% of value added in manufacturing)
2000.0;Bulgaria;11.4;Chemicals (% of value added in manufacturing)
2009.0;Bulgaria;6.5;Chemicals (% of value added in manufacturing)
2010.0;Bulgaria;4.4;Chemicals (% of value added in manufacturing)
2011.0;Bulgaria;4.7;Chemicals (% of value added in manufacturing)
2012.0;Bulgaria;7.8;Chemicals (% of value added in manufacturing)
2013.0;Bulgaria;8.8;Chemicals (% of value added in manufacturing)
